time_s,STAMP_SG1.ig_q,STAMP_SG1.ig_d,STAMP_SG1.is_q,STAMP_SG1.is_d,STAMP_SG1.if_d,STAMP_SG1.ik_d,STAMP_SG1.ik1_q,STAMP_SG1.ik2_q,STAMP_SG1.w_pu,STAMP_SG1.exc_filtx,STAMP_SG1.exc_x1,STAMP_SG1.exc_x2,STAMP_SG1.gov_x1,STAMP_SG1.turbx1,STAMP_SG1.turbx2,STAMP_SG1.turbx3,STAMP_SG1.turbx4,STAMP_GFOR1.theta,STAMP_GFOR1.p_filt,STAMP_GFOR1.q_filt,STAMP_GFOR1.Ke_u_q,STAMP_GFOR1.Ke_u_d,STAMP_GFOR1.igq_ff,STAMP_GFOR1.igd_ff,STAMP_GFOR1.isq_md,STAMP_GFOR1.isd_md,STAMP_GFOR1.igq_md,STAMP_GFOR1.igd_md,STAMP_GFOR1.uq_md,STAMP_GFOR1.ud_md,STAMP_GFOR1.Ke_is_q,STAMP_GFOR1.Ke_is_d,STAMP_GFOR1.ig_q,STAMP_GFOR1.ig_d,STAMP_GFOR1.is_q,STAMP_GFOR1.is_d,STAMP_GFOR1.ucap_q,STAMP_GFOR1.ucap_d,STAMP_GFOL2.theta,STAMP_GFOL2.pll_x,STAMP_GFOL2.w_filt,STAMP_GFOL2.q_filt,STAMP_GFOL2.Ke_P,STAMP_GFOL2.Ke_Q,STAMP_GFOL2.isq_md,STAMP_GFOL2.isd_md,STAMP_GFOL2.igq_md,STAMP_GFOL2.igd_md,STAMP_GFOL2.uq_md,STAMP_GFOL2.ud_md,STAMP_GFOL2.Ke_is_q,STAMP_GFOL2.Ke_is_d,STAMP_GFOL2.ig_q,STAMP_GFOL2.ig_d,STAMP_GFOL2.is_q,STAMP_GFOL2.is_d,STAMP_GFOL2.ucap_q,STAMP_GFOL2.ucap_d
0.01,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.011,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.012,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.013000000000000001,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.014,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.015,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.016,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.017,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.018000000000000002,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.019,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.02,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.021,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.022,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
0.023,1.1769920354018082,0.1274563699025266,0.2807134004385146,0.2630049571986534,0.7306486268251999,0.0,0.0,0.0,1.0,1.025,0.005845189014601599,1.16903780292032,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,0.32078167531219104,-0.09813893772379001,0.85,-0.11,3.036122280943197e-06,4.554742698866686e-10,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.688073740891339,-0.03138467021094776,0.8249341514928407,4.475583857514731e-14,0.0006880923019093599,-0.00015512479015072117,0.688073740891339,-0.03138467021094776,0.6880923019093367,-0.15512479015072117,0.8249341329318227,0.00012374011998452926,-0.08019789421914371,0.0,0.0,0.0,0.0029544330499039653,-0.0006855953972509056,0.679519601477912,-0.15768694136770828,0.6795008070566879,-0.03239079991608194,0.8353076284719303,4.2396641752873165e-14,0.0006795196014778959,-0.0001576869413677083,0.6795008070566879,-0.03239079991608194,0.679519601477912,-0.15768694136770828,0.835307609677509,0.000125296141494023
